date,best,worst
2016-01,-0.054061046000060724,-0.12716297505190594
2016-02,0.010167669600341473,-0.023650406172382645
2016-03,0.05922300586054914,0.1477603486855514
2016-04,0.022304012771928675,0.10383180626216927
2016-05,0.013027738467644656,-0.040692382021807125
2016-06,0.0019446458399761518,0.016111119635170333
2016-07,0.056498751201143,0.0949585588357877
2016-08,0.015137416052166359,0.05518827613908797
2016-09,0.013467600812728044,0.052185564174433235
2016-10,-0.019464539735636197,-0.1476565820846008
2016-11,0.12746225327253338,0.0651835648342967
2016-12,0.04615458496657082,-0.03766209836699999
2017-01,-0.0018467973667429748,0.08966404338600115
2017-02,0.014896741301161294,-0.0011590011778753171
2017-03,0.0014032965517253634,-0.02272234991542063
2017-04,0.015328778357943511,-0.06964743621065281
2017-05,-0.01727501327906792,-0.09767044243286362
2017-06,0.0415983787702862,0.10633493427187204
2017-07,0.0009893679298693292,-0.0406447572633624
2017-08,-0.02376977301231817,-0.027454706475837146
2017-09,0.06628625787154303,0.14450123741873538
2017-10,0.019448073990643012,-0.03792636201949789
2017-11,0.021004851875477456,0.020090835543815046
2017-12,-0.0011620829142338978,0.008963390723365598
2018-01,0.030841096586664198,0.05138972892076709
2018-02,-0.04988393308172816,-0.06421812948334261
2018-03,0.02723438389046349,-0.01122967274335678
2018-04,-0.00014493483075056894,-0.0014181980548892057
2018-05,0.04343388668794761,0.059056319480296215
2018-06,-0.0012888750268029963,-0.029067080848035394
2018-07,0.01768859994597732,-0.05140198412351309
2018-08,0.021627830711440758,0.005162750119634442
2018-09,-0.01938934606398105,-0.02608375372830777
2018-10,-0.07483032717253078,-0.13429746810463256
2018-11,-0.006033025883079978,-0.04151681515417294
2018-12,-0.10812343367957507,-0.24164324325640332
2019-01,0.09079662213916886,0.2928932509850711
2019-02,0.053134843042992284,0.061207949139352416
2019-03,-0.042432653731666485,0.05084732434712351
2019-04,0.040945779906251104,-0.010705868948716666
2019-05,-0.07850893358670871,-0.12996981839998623
2019-06,0.07289947801386004,0.0028857984999194706
2019-07,0.011238127251272085,-0.059171498238574705
2019-08,-0.05445038056670452,-0.05273685482563449
2019-09,0.04785171533119862,0.037492734231054786
2019-10,0.01583282382925971,-0.018626038674847217
2019-11,0.027408916431304515,0.05657250555595966
2019-12,0.017289322109718328,0.10823702979658265
2020-01,-0.04267415759095454,0.020539673339808363
2020-02,-0.0994661906349938,-0.0174573716285522
2020-03,-0.24532486796844746,-0.24937605512852312
2020-04,0.10435571763693584,0.4156550958326989
2020-05,0.01782914485258516,0.12170854430478358
2020-06,0.04183492059528361,0.22770859483629466
2020-07,0.016366221822972878,0.07329586194828153
2020-08,0.05329883484693708,0.022369118185015403
2020-09,-0.016697813993669094,-0.07342065892531535
2020-10,0.04364618586783762,-0.02904824888042639
2020-11,0.12257846985128705,0.4119322429515887
2020-12,0.06907689367537385,0.14204728426295332
2021-01,0.039162460085281056,0.33092903582379224
2021-02,0.11105650499826877,0.166195425784681
2021-03,0.0769059025874594,-0.012959010517879493
2021-04,0.03154726855427724,0.027215287449653274
2021-05,0.048596103484742324,-0.009181953712832173
2021-06,-0.0012726463307626366,0.06187577472359407
2021-07,0.0001961307639430774,-0.12111725498689337
2021-08,0.027747321876013854,0.0015159373875940302
2021-09,-0.0004435442516114576,-0.0532093871629331
2021-10,0.05102940225639029,-0.005084381791530163
2021-11,-0.013785603660799088,-0.1279615449393168
2021-12,0.048109524134197244,-0.07104669179418123
2022-01,-0.018674866908040707,-0.11802523014601318
2022-02,0.006992459988978227,-0.0038923919631633818
2022-03,-0.005308697081345594,0.06280208374606445
